"Marijuana_Arrest Type","Adult/Juvenile","Arrest Year","Arrest Date","Arrest Time","Age","Defendant Race","Defendant Sex","Charge Description"
"Possession","Adult",2013,"3/31/2013","2:07:00","29","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"3/31/2013","15:21:00","19","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"3/31/2013","18:45:00","29","B","F","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/1/2013","3:00:00","22","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2013,"4/1/2013","3:00:00","23","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"4/1/2013","11:11:00","24","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/1/2013","14:09:00","34","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/1/2013","15:23:00","19","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/1/2013","17:05:00","49","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/1/2013","19:16:00","20","B","M","Ucsa Poss Marijuana"
"Possession","Juvenile",2013,"4/1/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","2:05:00","28","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/2/2013","3:10:00","24","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","13:14:00","36","B","F","Csa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","16:30:00","22","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/2/2013","17:41:00","19","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/2/2013","18:08:00","56","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/2/2013","18:30:00","20","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","19:00:00","22","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/2/2013","20:02:00","21","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","20:02:00","23","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","20:12:00","29","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/2/2013","20:52:00","23","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","20:55:00","25","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","20:55:00","26","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","20:55:00","27","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","20:55:00","30","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","20:55:00","41","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","22:16:00","20","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/2/2013","22:40:00","35","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/3/2013","2:20:00","28","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/3/2013","15:45:00","44","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/3/2013","16:34:00","32","B","F","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/3/2013","17:05:00","27","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/3/2013","18:09:00","20","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/3/2013","19:50:00","22","U","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/3/2013","19:50:00","22","U","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/3/2013","20:48:00","26","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/3/2013","21:11:00","29","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/4/2013","1:00:00","22","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/4/2013","17:10:00","23","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/4/2013","18:00:00","62","U","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/4/2013","18:58:00","31","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/4/2013","19:25:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/4/2013","19:32:00","69","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/4/2013","20:26:00","22","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/4/2013","22:25:00","36","B","F","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/4/2013","22:41:00","25","B","M","Ucsa Pwid Marijuana"
"Possession","Juvenile",2013,"4/4/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/5/2013","1:40:00","28","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/5/2013","15:39:00","31","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/5/2013","16:00:00","26","U","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/5/2013","16:52:00","56","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/5/2013","19:22:00","19","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/5/2013","19:22:00","22","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/5/2013","19:45:00","26","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/6/2013","0:16:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","0:16:00","23","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/6/2013","0:26:00","30","W","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/6/2013","1:32:00","18","B","F","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/6/2013","15:05:00","33","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","15:05:00","34","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","15:20:00","43","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","16:26:00","48","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","18:31:00","18","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","18:58:00","31","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","19:19:00","35","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","19:19:00","36","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/6/2013","20:30:00","42","B","M","Ucsa Poss Marijuana"
"Possession","Juvenile",2013,"4/6/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"4/7/2013","0:56:00","22","A","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/7/2013","0:56:00","26","U","F","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/7/2013","17:23:00","19","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2013,"4/7/2013","17:23:00","19","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Juvenile",2013,"4/7/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/8/2013","9:17:00","29","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/8/2013","9:17:00","39","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/9/2013","17:00:00","21","B","F","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/9/2013","17:27:00","43","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"4/9/2013","19:11:00","24","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/9/2013","19:15:00","19","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/9/2013","20:13:00","20","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/9/2013","20:13:00","45","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/9/2013","20:45:00","23","U","M","Ucsa Pwid Marijuana"
"Possession","Juvenile",2013,"4/9/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/10/2013","14:19:00","41","W","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/10/2013","16:45:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/10/2013","17:57:00","56","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/10/2013","19:05:00","30","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/10/2013","20:35:00","29","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/10/2013","21:45:00","27","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/11/2013","4:04:00","31","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/11/2013","15:17:00","26","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"4/11/2013","16:22:00","19","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/11/2013","16:22:00","31","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/11/2013","18:07:00","33","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/11/2013","18:33:00","30","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/11/2013","18:33:00","56","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/11/2013","19:50:00","40","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/11/2013","21:50:00","27","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/11/2013","22:22:00","35","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/11/2013","22:27:00","36","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/12/2013","3:14:00","29","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/12/2013","17:10:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/12/2013","17:35:00","20","B","M","Ucsa Poss Marijuana"
"Distribution","Adult",2013,"4/12/2013","17:35:00","29","B","M","Ucsa Dist Marijuana"
"Possession","Adult",2013,"4/12/2013","18:28:00","32","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/12/2013","19:13:00","23","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/12/2013","19:25:00","29","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/12/2013","19:25:00","30","B","F","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/12/2013","23:34:00","26","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Juvenile",2013,"4/12/2013","Juvenile","Juvenile","Juvenile","Juvenile","Poss W/i To Dist Marijuana-fel"
"Possession","Adult",2013,"4/13/2013","2:12:00","30","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/13/2013","14:48:00","18","B","M","Ucsa Poss Marijuana"
"Distribution","Adult",2013,"4/13/2013","19:00:00","26","B","M","Ucsa Dist Marijuana"
"Possession","Adult",2013,"4/13/2013","19:09:00","21","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/13/2013","20:18:00","19","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/13/2013","20:18:00","21","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/13/2013","20:30:00","27","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/13/2013","20:56:00","34","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/13/2013","21:37:00","28","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/13/2013","22:29:00","23","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/14/2013","1:25:00","40","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/14/2013","15:45:00","18","B","M","Ucsa Poss Marijuana"
"Possession","Juvenile",2013,"4/14/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/15/2013","17:00:00","18","W","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/15/2013","17:00:00","27","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/15/2013","22:45:00","48","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/16/2013","20:52:00","32","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/16/2013","21:35:00","25","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"4/16/2013","23:15:00","30","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/17/2013","0:09:00","21","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/17/2013","17:04:00","45","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/17/2013","19:41:00","41","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/17/2013","20:19:00","53","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"4/17/2013","21:36:00","25","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/17/2013","21:36:00","25","U","M","Ucsa Poss Marijuana"
"Distribution","Juvenile",2013,"4/17/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Dist Marijuana"
"Distribution","Juvenile",2013,"4/17/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Dist Marijuana"
"Possession with intent to distribute","Adult",2013,"4/18/2013","7:55:00","33","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/18/2013","18:00:00","19","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/18/2013","18:00:00","38","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/18/2013","18:50:00","49","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/18/2013","19:00:00","22","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/18/2013","22:40:00","22","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/18/2013","23:21:00","28","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/18/2013","23:21:00","34","B","M","Ucsa Poss Marijuana"
"Possession","Juvenile",2013,"4/18/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/19/2013","22:02:00","22","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/20/2013","16:22:00","36","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"4/20/2013","17:28:00","20","W","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/20/2013","17:45:00","19","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/21/2013","0:28:00","26","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/21/2013","1:15:00","26","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"4/21/2013","19:36:00","28","B","F","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/21/2013","23:11:00","42","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/22/2013","4:03:00","43","B","M","Csa Pwid Marijuana"
"Possession","Adult",2013,"4/22/2013","14:47:00","49","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/22/2013","19:26:00","21","A","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/23/2013","1:10:00","34","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/23/2013","15:16:00","29","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/23/2013","16:38:00","33","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/23/2013","19:40:00","19","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/23/2013","20:55:00","30","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"4/23/2013","21:57:00","18","B","M","Ucsa Dist Marijuana"
"Possession","Adult",2013,"4/24/2013","0:58:00","39","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/24/2013","15:50:00","32","W","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/24/2013","21:05:00","50","W","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/24/2013","23:38:00","53","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/25/2013","14:13:00","38","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/25/2013","17:18:00","51","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/25/2013","19:06:00","18","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/25/2013","20:20:00","34","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/25/2013","21:16:00","20","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/25/2013","21:17:00","32","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/25/2013","22:53:00","46","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/25/2013","23:40:00","22","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/25/2013","23:41:00","21","W","M","Ucsa Poss Marijuana"
"Possession","Juvenile",2013,"4/25/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/26/2013","0:40:00","30","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/26/2013","2:53:00","21","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/26/2013","9:01:00","30","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/26/2013","11:10:00","36","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/26/2013","12:08:00","27","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/26/2013","16:55:00","36","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/26/2013","19:48:00","24","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/26/2013","20:15:00","24","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/26/2013","20:19:00","23","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/26/2013","20:45:00","23","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/26/2013","20:45:00","25","B","F","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/26/2013","21:09:00","22","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"4/26/2013","21:09:00","23","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/26/2013","21:09:00","25","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Juvenile",2013,"4/26/2013","Juvenile","Juvenile","Juvenile","Juvenile","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"4/27/2013","16:08:00","26","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/27/2013","19:00:00","55","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/27/2013","19:15:00","25","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/27/2013","19:16:00","36","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"4/27/2013","20:30:00","27","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"4/27/2013","22:30:00","30","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/28/2013","2:35:00","28","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/28/2013","3:03:00","28","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/28/2013","18:08:00","32","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/28/2013","18:08:00","33","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/28/2013","19:02:00","19","U","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/28/2013","23:05:00","52","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/29/2013","18:30:00","46","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"4/30/2013","20:12:00","21","B","M","Ucsa Poss Marijuana"
